Dst Port,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
3389,2311192,8,7,1148,1581,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,1180.775981,6.49015746,165085.1429,249648.4941,953104,4,2311192,330170.2857,403208.5915,1225149,4,2100552,350092,296310.6684,953104,199092,0,0,0,0,172,152,3.461417312,3.028740148,0,1173,170.5625,319.4332416,102037.5958,0,0,0,1,0,0,0,0,0,181.9333333,143.5,225.8571429,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,0
53,125730,2,2,94,192,47,47,47,0,96,96,96,0,2274.715661,31.81420504,41910,51515.27301,99437,39,26254,26254,0,26254,26254,39,39,0,39,39,0,0,0,0,16,16,15.90710252,15.90710252,47,96,66.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,83.25,47,96,0,0,0,0,0,0,2,94,2,192,-1,-1,1,8,0,0,0,0,0,0,0,0,0
445,269190,3,1,0,0,0,0,0,0,0,0,0,0,0,14.85939299,89730,155345.0441,269107,1,269190,134595,190344.6602,269189,1,0,0,0,0,0,0,0,0,0,68,28,11.14454475,3.714848248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,0
53,57086,2,2,94,214,47,47,47,0,107,107,107,0,5395.368392,70.06971937,19028.66667,22233.53596,43490,48,43490,43490,0,43490,43490,48,48,0,48,48,0,0,0,0,16,16,35.03485969,35.03485969,47,107,71,32.86335345,1080,0,0,0,0,0,0,0,0,1,88.75,47,107,0,0,0,0,0,0,2,94,2,214,-1,-1,1,8,0,0,0,0,0,0,0,0,0
443,66310870,16,17,1448,4049,652,0,90.5,193.6746413,1460,0,238.1764706,479.535092,82.89741938,0.497655965,2072214.688,3921770.151,10000000,1,66300000,4420724.667,4815128.516,10100000,16307,66300000,4143001.813,4788931.802,10100000,1,0,0,0,0,332,424,0.241287741,0.256368224,0,1460,161.6764706,367.1592603,134805.9225,0,0,0,1,0,0,0,0,1,166.5757576,90.5,238.1764706,0,0,0,0,0,0,16,1448,17,4049,8192,119,10,20,1038276.667,2500331.829,6142047,12431,9986892.167,52587.40405,10000000,9883850,0
3389,4026713,14,8,1438,1731,725,0,102.7142857,191.2217515,1179,0,216.375,405.4647906,786.9942556,5.463513292,191748.2381,276060.2574,1009624,81,4026713,309747.1538,373421.599,1258240,46190,3860532,551504.5714,386680.1081,1213330,178460,0,0,0,0,292,172,3.476781186,1.986732106,0,1179,137.7826087,278.9413357,77808.26877,0,0,1,1,0,0,0,1,0,144.0454545,102.7142857,216.375,0,0,0,0,0,0,14,1438,8,1731,8192,62647,7,20,0,0,0,0,0,0,0,0,0
443,104761312,19,28,1171,2266,187,0,61.63157895,66.33602216,333,0,80.92857143,107.4895098,32.80791291,0.448638902,2277419.826,10700000,58300000,1,105000000,5817206.278,16700000,58300000,109,105000000,3879236.333,13800000,58300000,1,1,0,0,0,380,560,0.181364663,0.26727424,0,333,74.10416667,91.968135,8458.137855,0,1,0,0,1,0,0,0,1,75.68085106,61.63157895,80.92857143,0,0,0,0,0,0,19,1171,28,2266,256,214,11,20,1120276,591667.3565,1538648,701904,51200000,9998365.435,58300000,44100000,0
57778,131,2,0,0,0,0,0,0,0,0,0,0,0,0,15267.17557,131,0,131,131,131,131,0,131,131,0,0,0,0,0,0,0,0,0,40,0,15267.17557,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,63964,-1,0,20,0,0,0,0,0,0,0,0,0
3389,3971916,14,8,1441,1731,725,0,102.9285714,191.1489408,1179,0,216.375,405.4647906,798.6070199,5.538888536,189138.8571,250749.6462,938082,71,3971916,305532,350266.247,1275974,17721,3908808,558401.1429,285405.8154,938082,196323,0,0,0,0,292,172,3.52474725,2.014141286,0,1179,137.9130435,278.89472,77782.26482,0,0,1,1,0,0,0,1,0,144.1818182,102.9285714,216.375,0,0,0,0,0,0,14,1441,8,1731,8192,62644,7,20,0,0,0,0,0,0,0,0,0
80,115696229,16,15,443,2502,432,0,27.6875,107.8175736,1460,0,166.8,447.2160232,25.45458936,0.267943046,3856540.967,4855191.329,10000000,11,116000000,7713081.933,4161173.948,10000000,200,110000000,7884939.714,4267369.631,10000000,20,0,0,0,0,332,444,0.138293185,0.129649861,0,1460,92.03125,317.9047823,101063.4506,0,0,0,1,0,0,0,0,0,95,27.6875,166.8,0,0,0,0,0,0,16,443,15,2502,8192,946,12,20,27386.18182,12758.81235,63112,20940,10000000,2085.116116,10000000,10000000,0
80,5004915,4,4,97,231,97,0,24.25,48.5,231,0,57.75,115.5,65.53557853,1.598428745,714987.8571,1864515.267,4942998,48,61917,20639,35451.66337,61575,113,5004734,1668244.667,2888890.429,5004048,339,0,0,0,0,92,92,0.799214372,0.799214372,0,231,36.44444444,79.69960965,6352.027778,0,0,0,1,0,0,0,0,1,41,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0,0,0,0,0,0,0,0,0
443,117044825,16,17,620,5703,187,0,38.75,65.23036103,1460,0,335.4705882,550.0808029,54.02203814,0.281943264,3657650.781,14300000,58600000,1,117000000,7802988.333,20500000,58600000,33,117000000,7313775.313,19900000,58700000,1,0,0,0,0,344,352,0.136699764,0.1452435,0,1460,185.9705882,414.3841349,171714.2112,0,0,0,1,0,0,0,0,1,191.6060606,38.75,335.4705882,0,0,0,0,0,0,16,620,17,5703,8192,66,6,20,210132,261712.9476,395191,25073,58300000,492356.3304,58600000,57900000,0
63148,27,2,0,0,0,0,0,0,0,0,0,0,0,0,74074.07407,27,0,27,27,27,27,0,27,27,0,0,0,0,0,0,0,0,0,40,0,74074.07407,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0,0,0,0,0,0,0,0,0
50293,64,1,1,0,0,0,0,0,0,0,0,0,0,0,31250,64,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15625,15625,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,946,253,0,20,0,0,0,0,0,0,0,0,0
53,13244,1,1,30,225,30,30,30,0,225,225,225,0,19254.00181,151.0117789,13244,0,13244,13244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,75.50588946,75.50588946,30,225,95,112.5833025,12675,0,0,0,0,0,0,0,0,1,142.5,30,225,0,0,0,0,0,0,1,30,1,225,-1,-1,0,8,0,0,0,0,0,0,0,0,0
443,116269600,24,20,1766,5741,761,0,73.58333333,199.0103595,1460,0,287.05,508.4617126,64.56545821,0.378430819,2703944.186,4382160.741,10000000,1,116000000,5055200,4958164.056,10100000,14,112000000,5882349.895,5023953.759,10200000,1,0,0,0,0,492,544,0.206416811,0.172014009,0,1460,166.8222222,379.8510048,144286.7859,0,0,0,1,0,0,0,0,0,170.6136364,73.58333333,287.05,0,0,0,0,0,0,24,1766,20,5741,8192,1034,16,20,156611.8182,400365.3819,1363497,22927,10000000,6558.167876,10000000,9999726,0
51159,129,2,0,0,0,0,0,0,0,0,0,0,0,0,15503.87597,129,0,129,129,129,129,0,129,129,0,0,0,0,0,0,0,0,0,40,0,15503.87597,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0,0
29127,162,2,0,0,0,0,0,0,0,0,0,0,0,0,12345.67901,162,0,162,162,162,162,0,162,162,0,0,0,0,0,0,0,0,0,40,0,12345.67901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0,0
443,62753973,65,111,1204,131662,211,0,18.52307692,48.99206176,1410,0,1186.144144,478.9375523,2117.252401,2.804603304,358594.1314,4441001.761,58700000,1,62800000,980530.8281,7338409.528,58700000,20,62700000,569820.8455,5602641.016,58800000,1,0,0,0,0,1324,2232,1.035790993,1.768812311,0,1410,750.6553672,681.914834,465007.8408,0,0,0,1,0,0,0,0,1,754.9204545,18.52307692,1186.144144,0,0,0,0,0,0,65,1204,111,131662,8192,123,10,20,3938624,0,3938624,3938624,58700000,0,58700000,58700000,0
42713,86084806,2,0,0,0,0,0,0,0,0,0,0,0,0,0.023232904,86100000,0,86100000,86100000,86100000,86100000,0,86100000,86100000,0,0,0,0,0,0,0,0,0,40,0,0.023232904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62541,-1,0,20,0,0,0,0,86100000,0,86100000,86100000,0
3389,3852001,14,8,1437,1731,725,0,102.6428571,191.0680938,1179,0,216.375,405.4647906,822.429693,5.711317313,183428.619,248804.2541,953130,36,3852001,296307.7692,342630.9397,1255831,26617,3819654,545664.8571,325954.5458,953130,114632,0,0,0,0,292,172,3.634474654,2.076842659,0,1179,137.7391304,278.8848275,77776.74704,0,0,1,1,0,0,0,1,0,144,102.6428571,216.375,0,0,0,0,0,0,14,1437,8,1731,8192,62563,7,20,0,0,0,0,0,0,0,0,0
3389,4011722,13,8,1442,1731,725,0,110.9230769,196.522035,1179,0,216.375,405.4647906,790.9321733,5.234659829,200586.1,251896.3623,953357,71,4011722,334310.1667,343895.5398,1264998,56193,3920972,560138.8571,301345.0179,953357,194949,0,0,0,0,272,172,3.240503704,1.994156125,0,1179,144.2272727,283.7777353,80529.80303,0,0,1,1,0,0,0,1,0,151.0952381,110.9230769,216.375,0,0,0,0,0,0,13,1442,8,1731,8192,62643,7,20,0,0,0,0,0,0,0,0,0
3389,5782582,11,11,1333,4463,661,0,121.1818182,196.5872927,1173,0,405.7272727,519.1707024,1002.320417,3.804528842,275361.0476,456029.7896,1880972,2,5782582,578258.2,920788.2824,3002303,2,5602021,560202.1,548714.4944,1880972,82407,0,0,0,0,232,244,1.902264421,1.902264421,0,1173,252,404.1574851,163343.2727,0,0,1,1,0,0,0,1,1,263.4545455,121.1818182,405.7272727,0,0,0,0,0,0,11,1333,11,4463,8192,64000,6,20,0,0,0,0,0,0,0,0,0
3389,18192791,13,12,1357,1970,677,0,104.3846154,184.501824,1173,0,164.1666667,334.9734951,182.8746342,1.374170681,758032.9583,2310935.807,11200000,25,18200000,1516065.917,3257401.141,11200000,1069,18000000,1632814.364,3368519.555,11500000,17305,0,0,0,0,284,276,0.714568754,0.659601927,0,1173,127.9615385,259.39167,67284.03846,0,0,0,1,0,0,0,0,0,133.08,104.3846154,164.1666667,0,0,0,0,0,0,13,1357,12,1970,8192,62862,7,20,323524,0,323524,323524,11200000,0,11200000,11200000,0
80,88,2,0,0,0,0,0,0,0,0,0,0,0,0,22727.27273,88,0,88,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,40,0,22727.27273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0,0,0,0,0,0,0,0,0
17627,1326521,2,0,0,0,0,0,0,0,0,0,0,0,0,1.507703233,1326521,0,1326521,1326521,1326521,1326521,0,1326521,1326521,0,0,0,0,0,0,0,0,0,40,0,1.507703233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,64000,-1,0,20,0,0,0,0,0,0,0,0,0
