Dst Port,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
41194,5192527,5,3,935,354,935,0,187,418.1447118,354,0,118,204.3819953,248.2413669,1.540675667,741789.5714,1936738.233,5133740,7,5192527,1298131.75,2557147.942,5133747,31,13295,6647.5,7196.225712,11736,1559,0,0,0,0,168,104,0.962922292,0.577753375,0,935,143.2222222,319.1644473,101865.9444,0,0,0,0,1,0,0,0,0,161.125,187,118,0,0,0,0,0,0,5,935,3,354,219,211,1,32,0,0,0,0,5133740,0,5133740,5133740,0
53,284,1,1,50,178,50,50,50,0,178,178,178,0,802816.9014,7042.253521,284,0,284,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3521.126761,3521.126761,50,178,92.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,139,50,178,0,0,0,0,0,0,1,50,1,178,-1,-1,0,8,0,0,0,0,0,0,0,0,0
53354,4282399,5,3,935,314,935,0,187,418.1447118,314,0,104.6666667,181.2879845,291.658951,1.868111776,611771.2857,1563176.181,4156123,4,4282399,1070599.75,2057240.049,4156127,82,69859,34929.5,44675.71354,66520,3339,0,0,0,0,168,104,1.16756986,0.700541916,0,935,138.7777778,316.1264691,99935.94444,0,0,0,0,1,0,0,0,0,156.125,187,104.6666667,0,0,0,0,0,0,5,935,3,314,219,211,1,32,0,0,0,0,0,0,0,0,0
41134,4238790,5,3,935,381,935,0,187,418.1447118,381,0,127,219.9704526,310.4659584,1.887331054,605541.4286,1526923.075,4066493,5,4238790,1059697.5,2005328.655,4066501,49,134084,67042,94428.45377,133813,271,0,0,0,0,168,104,1.179581909,0.707749145,0,935,146.2222222,321.5115775,103369.6944,0,0,0,0,1,0,0,0,0,164.5,187,127,0,0,0,0,0,0,5,935,3,381,219,211,1,32,0,0,0,0,0,0,0,0,0
123,18780,1,1,48,48,48,48,48,0,48,48,48,0,5111.821086,106.4962726,18780,0,18780,18780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,53.24813632,53.24813632,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,0
51932,35,2,0,0,0,0,0,0,0,0,0,0,0,0,57142.85714,35,0,35,35,35,35,0,35,35,0,0,0,0,0,0,0,0,0,40,0,57142.85714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,131,-1,0,20,0,0,0,0,0,0,0,0,0
3389,1671047,8,7,1128,1581,661,0,141,222.6233206,1173,0,225.8571429,430.0986044,1621.139322,8.976408204,119360.5,245462.6998,953158,79,1671047,238721,392187.0942,1123289,95,1563338,260556.3333,340169.5479,953158,107970,0,0,0,0,172,152,4.787417709,4.188990495,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,0
80,93,2,0,0,0,0,0,0,0,0,0,0,0,0,21505.37634,93,0,93,93,93,93,0,93,93,0,0,0,0,0,0,0,0,0,40,0,21505.37634,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0,0,0,0,0,0,0,0,0
3389,1387845,8,7,1132,1581,661,0,141.5,222.7920235,1173,0,225.8571429,430.0986044,1954.82925,10.80812339,99131.78571,252097.3771,968773,3,1387845,198263.5714,382503.1985,1063960,3,1324991,220831.8333,366612.2392,968773,63556,0,0,0,0,168,148,5.764332472,5.043790913,0,1173,169.5625,317.7627981,100973.1958,0,0,0,1,0,0,0,0,0,180.8666667,141.5,225.8571429,0,0,0,0,0,0,8,1132,7,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,0
40876,4313250,5,3,935,349,935,0,187,418.1447118,349,0,116.3333333,201.4952439,297.6873587,1.854749899,616178.5714,1595617.815,4234465,4,4313250,1078312.5,2104363.048,4234472,17,72611,36305.5,18491.54943,49381,23230,0,0,0,0,168,104,1.159218687,0.695531212,0,935,142.6666667,318.7557843,101605.25,0,0,0,0,1,0,0,0,0,160.5,187,116.3333333,0,0,0,0,0,0,5,935,3,349,219,211,1,32,0,0,0,0,0,0,0,0,0
53,959,1,1,40,139,40,40,40,0,139,139,139,0,186652.7633,2085.505735,959,0,959,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1042.752868,1042.752868,40,139,73,57.15767665,3267,0,0,0,0,0,0,0,0,1,109.5,40,139,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0,0,0,0,0,0,0,0,0
47568,4412491,5,3,935,360,935,0,187,418.1447118,360,0,120,207.8460969,293.4850179,1.813034859,630355.8571,1620771.6,4305643,7,4412491,1103122.75,2135189.679,4305652,26,65250,32625,20622.06217,47207,18043,0,0,0,0,168,104,1.133146787,0.679888072,0,935,143.8888889,319.6656239,102186.1111,0,0,0,0,1,0,0,0,0,161.875,187,120,0,0,0,0,0,0,5,935,3,360,237,211,1,32,0,0,0,0,0,0,0,0,0
43266,4435229,5,3,935,365,935,0,187,418.1447118,365,0,121.6666667,210.7328483,293.1077516,1.80374001,633604.1429,1644558.022,4362672,7,4435229,1108807.25,2169477.115,4362679,25,68723,34361.5,48199.93374,68444,279,0,0,0,0,168,104,1.127337506,0.676402504,0,935,144.4444444,320.0922176,102459.0278,0,0,0,0,1,0,0,0,0,162.5,187,121.6666667,0,0,0,0,0,0,5,935,3,365,237,211,1,32,0,0,0,0,0,0,0,0,0
80,83010534,13,12,439,1772,431,0,33.76923077,119.3539232,1460,0,147.6666667,422.898942,26.6351738,0.301166597,3458772.25,4793141.483,10069748,11,83010534,6917544.5,4727022.62,10100734,284,80820102,7347282,4712095.954,10100699,18,0,0,0,0,272,348,0.15660663,0.144559966,0,1460,85.03846154,298.4421526,89067.71846,0,0,0,1,0,0,0,0,0,88.44,33.76923077,147.6666667,0,0,0,0,0,0,13,439,12,1772,8192,946,9,20,34933,11201.42692,62655,30910,10067572.38,4060.74736,10069748,10057584,0
49932,4501020,5,3,935,364,935,0,187,418.1447118,364,0,121.3333333,210.155498,288.6012504,1.777374906,643002.8571,1664620.621,4417757,4,4501020,1125255,2195091.437,4417761,46,41765,20882.5,27798.48889,40539,1226,0,0,0,0,168,104,1.110859316,0.66651559,0,935,144.3333333,320.0062499,102404,0,0,0,0,1,0,0,0,0,162.375,187,121.3333333,0,0,0,0,0,0,5,935,3,364,237,211,1,32,0,0,0,0,0,0,0,0,0
53,600,1,1,45,106,45,45,45,0,106,106,106,0,251666.6667,3333.333333,600,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1666.666667,1666.666667,45,106,65.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,98,45,106,0,0,0,0,0,0,1,45,1,106,-1,-1,0,8,0,0,0,0,0,0,0,0,0
80,115729408,14,13,456,158,445,0,32.57142857,118.7056568,158,0,12.15384615,43.8213155,5.305479485,0.233302844,4451131.077,4957521.106,10000000,1225,116000000,8902262.154,2937066.122,10000000,75166,110000000,9189780.333,2893653.909,10000000,1225,1,0,0,0,280,260,0.120971845,0.112330999,0,445,37.82142857,118.7858495,14110.07804,0,1,0,0,1,0,0,0,0,39.22222222,32.57142857,12.15384615,0,0,0,0,0,0,14,456,13,158,64082,10037,11,20,25225.45455,17541.71616,75166,13856,9999854.273,16229.88078,10000000,9952892,0
51949,70,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0,0,442857.1429,57142.85714,23.33333333,18.17507451,38,3,70,35,45.254834,67,3,0,0,0,0,0,0,0,0,0,60,20,42857.14286,14285.71429,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0,0,0,0,0,0,0,3,31,1,0,1000,0,1,20,0,0,0,0,0,0,0,0,0
51981,27,1,1,0,0,0,0,0,0,0,0,0,0,0,74074.07407,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,37037.03704,37037.03704,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,172,255,0,20,0,0,0,0,0,0,0,0,0
443,110841440,42,45,7392,14121,700,0,176,252.4539079,1460,0,313.8,440.8382305,194.0880595,0.784904996,1288853.953,3337519.015,9952742,0,111000000,2703449.756,4444313.602,9952742,161,111000000,2517077.5,4394254.38,10100000,0,0,0,0,0,852,908,0.378919653,0.405985343,0,1460,244.4659091,365.728778,133757.5391,0,0,0,1,0,0,0,0,1,247.2758621,176,313.8,0,0,0,0,0,0,42,7392,45,14121,8192,11761,26,20,115265.0909,66315.52893,314712,93727,9952708.273,23.87924165,9952742,9952665,0
443,13798,1,1,0,0,0,0,0,0,0,0,0,0,0,144.9485433,13798,0,13798,13798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,72.47427163,72.47427163,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,290,0,20,0,0,0,0,0,0,0,0,0
53,1435,1,1,40,139,40,40,40,0,139,139,139,0,124738.676,1393.728223,1435,0,1435,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,696.8641115,696.8641115,40,139,73,57.15767665,3267,0,0,0,0,0,0,0,0,1,109.5,40,139,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0,0,0,0,0,0,0,0,0
3389,1296620,8,7,1138,1581,677,0,142.25,227.7465697,1173,0,225.8571429,430.0986044,2096.990637,11.56853974,92615.71429,249542.1893,955189,92,1296620,185231.4286,396296.7853,1083162,169,1221586,203597.6667,368890.5281,955189,36682,0,0,0,0,172,152,6.169887862,5.39865188,0,1173,169.9375,319.3627966,101992.5958,0,0,0,1,0,0,0,0,0,181.2666667,142.25,225.8571429,0,0,0,0,0,0,8,1138,7,1581,8192,62862,5,20,0,0,0,0,0,0,0,0,0
47160,4387088,5,4,935,690,935,0,187,418.1447118,345,0,172.5,199.1858429,370.4051526,2.051474691,548386,1409502.619,4031525,6,4387088,1096772,1962530.693,4031531,32,335517,111839,103882.4153,205772,266,0,0,0,0,168,136,1.139708162,0.911766529,0,935,162.5,306.9948425,94245.83333,0,0,0,0,1,0,0,0,0,180.5555556,187,172.5,0,0,0,0,0,0,5,935,4,690,219,211,1,32,0,0,0,0,0,0,0,0,0
80,5699998,4,2,0,0,0,0,0,0,0,0,0,0,0,1.052631948,1139999.6,2008602.551,4651596,14,5699998,1899999.333,2429605.866,4651596,50364,998039,998039,0,998039,998039,0,0,0,0,104,64,0.701754632,0.350877316,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,8192,29200,0,20,0,0,0,0,0,0,0,0,0
60530,4518101,5,3,935,327,935,0,187,418.1447118,327,0,109,188.793538,279.3208917,1.770655415,645443,1669327.703,4430964,5,4518101,1129525.25,2201062.043,4430969,30,48642,24321,1644.730373,25484,23158,0,0,0,0,168,104,1.106659634,0.663995781,0,935,140.2222222,317.0555069,100524.1944,0,0,0,0,1,0,0,0,0,157.75,187,109,0,0,0,0,0,0,5,935,3,327,219,211,1,32,0,0,0,0,0,0,0,0,0
53,1043,1,1,43,71,43,43,43,0,71,71,71,0,109300.0959,1917.545542,1043,0,1043,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,958.7727709,958.7727709,43,71,52.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,78.5,43,71,0,0,0,0,0,0,1,43,1,71,-1,-1,0,8,0,0,0,0,0,0,0,0,0
53,272,1,1,41,169,41,41,41,0,169,169,169,0,772058.8235,7352.941176,272,0,272,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3676.470588,3676.470588,41,169,83.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,125.5,41,169,0,0,0,0,0,0,1,41,1,169,-1,-1,0,8,0,0,0,0,0,0,0,0,0
443,110137086,18,44,5,17795,1,0,0.277777778,0.460888599,1460,0,404.4318182,653.9448948,161.6167691,0.562934814,1805526,3872198.44,10008675,0,110137086,6478652.118,4920636.189,10015827,991,110136101,2561304.674,4411498.265,10037228,0,0,0,0,0,360,940,0.163432688,0.399502126,0,1460,282.5396825,575.8073106,331554.0589,0,0,0,0,1,0,0,0,2,287.0967742,0.277777778,404.4318182,0,0,0,0,0,0,18,5,44,17795,5532,5565,5,20,17903.36364,21426.56585,66437,594,9993101.273,16597.57004,10008675,9969963,0
3389,1667961,8,7,1144,1581,677,0,143,227.9699228,1173,0,225.8571429,430.0986044,1633.731244,8.993016024,119140.0714,245537.1751,953189,4,1667961,238280.1429,390885.7656,1119867,4,1559790,259965,340378.0889,953189,108394,0,0,0,0,172,152,4.796275213,4.196740811,0,1173,170.3125,319.4027173,102018.0958,0,0,1,1,0,0,0,1,0,181.6666667,143,225.8571429,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0,0,0,0,0,0,0,0,0
443,117903153,27,25,1449,12596,427,0,53.66666667,120.3948632,1460,0,503.84,624.1407881,119.1231926,0.441039944,2311826.529,4137844.08,10000000,1,118000000,4534736.654,4892629.374,10000000,28,113000000,4689161.417,5019601.997,10000000,1,0,0,0,0,552,644,0.229001509,0.212038435,0,1460,265,488.8824776,239006.0769,0,0,0,1,0,0,0,0,0,270.0961538,53.66666667,503.84,0,0,0,0,0,0,27,1449,25,12596,8192,1047,17,20,222065.9167,696334.2177,2433224,20925,9603193.75,1342174.426,10000000,5342370,0
3389,1662706,8,7,1128,1581,661,0,141,222.6233206,1173,0,225.8571429,430.0986044,1629.271802,9.021438547,118764.7143,245628.8949,953139,4,1662706,237529.4286,389165.5407,1115204,4,1555099,259183.1667,340647.1033,953139,108292,0,0,0,0,172,152,4.811433891,4.210004655,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,0
3389,2103406,8,7,1144,1581,677,0,143,227.9699228,1173,0,225.8571429,430.0986044,1295.517841,7.131290868,150243.2857,247313.6788,953137,85,2103406,300486.5714,401288.4324,1197335,182,1909585,318264.1667,311718.3063,953137,173918,0,0,0,0,172,152,3.80335513,3.327935739,0,1173,170.3125,319.4027173,102018.0958,0,0,1,1,0,0,0,1,0,181.6666667,143,225.8571429,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0,0,0,0,0,0,0,0,0
53,734,1,1,35,51,35,35,35,0,51,51,51,0,117166.2125,2724.79564,734,0,734,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1362.39782,1362.39782,35,51,40.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,60.5,35,51,0,0,0,0,0,0,1,35,1,51,-1,-1,0,8,0,0,0,0,0,0,0,0,0
35704,4543618,5,3,935,353,935,0,187,418.1447118,353,0,117.6666667,203.804645,283.4745351,1.760711398,649088.2857,1675668.98,4448818,4,4543618,1135904.5,2208727.149,4448824,24,50331,25165.5,34435.39314,49515,816,0,0,0,0,168,104,1.100444624,0.660266774,0,935,143.1111111,319.0820602,101813.3611,0,0,0,0,1,0,0,0,0,161,187,117.6666667,0,0,0,0,0,0,5,935,3,353,219,211,1,32,0,0,0,0,0,0,0,0,0
445,26782,3,1,0,0,0,0,0,0,0,0,0,0,0,149.3540438,8927.333333,15327.50134,26626,64,26782,13391,18807.62617,26690,92,0,0,0,0,0,0,0,0,0,72,32,112.0155328,37.33851094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,0
3389,2330861,8,7,1128,1581,661,0,141,222.6233206,1173,0,225.8571429,430.0986044,1162.231467,6.435390184,166490.0714,249602.004,953784,4,2330861,332980.1429,404207.3832,1230506,4,2106781,351130.1667,295938.8218,953784,210946,0,0,0,0,172,152,3.432208098,3.003182086,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,0
53162,7,2,0,0,0,0,0,0,0,0,0,0,0,0,285714.2857,7,0,7,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,0,285714.2857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0,0,0,0,0,0,0,0,0
53,1085,1,1,47,271,47,47,47,0,271,271,271,0,293087.5576,1843.317972,1085,0,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,921.6589862,921.6589862,47,271,121.6666667,129.3264603,16725.33333,0,0,0,0,0,0,0,0,1,182.5,47,271,0,0,0,0,0,0,1,47,1,271,-1,-1,0,8,0,0,0,0,0,0,0,0,0
53,639,1,1,30,94,30,30,30,0,94,94,94,0,194053.2081,3129.890454,639,0,639,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1564.945227,1564.945227,30,94,51.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,77,30,94,0,0,0,0,0,0,1,30,1,94,-1,-1,0,8,0,0,0,0,0,0,0,0,0
80,5634092,4,4,97,232,97,0,24.25,48.5,232,0,58,116,58.39450261,1.419927115,804870.2857,2103140.985,5574084,40,60008,20002.66667,34351.21078,59668,129,5633921,1877973.667,3252253.038,5633352,231,0,0,0,0,92,92,0.709963558,0.709963558,0,232,36.55555556,80.00486096,6400.777778,0,0,0,1,0,0,0,0,1,41.125,24.25,58,0,0,0,0,0,0,4,97,4,232,8192,141,1,20,0,0,0,0,0,0,0,0,0
0,112639217,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633708,56300000,157.6848122,56300000,56300000,113000000,56300000,157.6848122,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,157.6848122,56300000,56300000,0
5355,417454,2,0,44,0,22,22,22,0,0,0,0,0,105.4008346,4.790947026,417454,0,417454,417454,417454,417454,0,417454,417454,0,0,0,0,0,0,0,0,0,16,0,4.790947026,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,33,22,0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,0
80,893,3,4,161,488,161,0,53.66666667,92.95339334,488,0,122,244,726763.7178,7838.745801,148.8333333,113.5172527,317,1,499,249.5,174.655375,373,126,576,192,181.0055248,361,1,0,0,0,0,72,92,3359.462486,4479.283315,0,488,81.125,173.7875859,30202.125,0,0,0,1,0,0,0,0,1,92.71428571,53.66666667,122,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0,0,0,0,0,0,0,0,0
53,819,1,1,36,101,36,36,36,0,101,101,101,0,167277.1673,2442.002442,819,0,819,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1221.001221,1221.001221,36,101,57.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,86.5,36,101,0,0,0,0,0,0,1,36,1,101,-1,-1,0,8,0,0,0,0,0,0,0,0,0
49682,4928573,5,3,935,355,935,0,187,418.1447118,355,0,118.3333333,204.9593456,261.739047,1.623187888,704081.8571,1807536.883,4802560,10,4928573,1232143.25,2380530.817,4802579,31,82871,41435.5,58157.41143,82559,312,0,0,0,0,168,104,1.01449243,0.608695458,0,935,143.3333333,319.2471613,101918.75,0,0,0,0,1,0,0,0,0,161.25,187,118.3333333,0,0,0,0,0,0,5,935,3,355,219,211,1,32,0,0,0,0,0,0,0,0,0
443,1301959,9,10,2529,5569,1100,0,281,469.8983933,1460,0,556.9,615.9533622,6219.857922,14.59339349,72331.05556,189437.1628,821384,1,1301959,162744.875,271821.8889,821384,1228,1226479,136275.4444,297196.3396,919807,1,0,0,0,0,192,212,6.912660076,7.680733418,0,1460,404.9,548.4028389,300745.6737,0,0,0,1,0,0,0,0,1,426.2105263,281,556.9,0,0,0,0,0,0,9,2529,10,5569,8192,1026,4,20,0,0,0,0,0,0,0,0,0
443,61276294,14,15,524,3264,207,0,37.42857143,75.11193113,1460,0,217.6,507.1374567,61.81835997,0.473266219,2188439.071,4156900.465,10009651,1,61276294,4713561.077,5153728.843,10077811,338,61208020,4372001.429,5128813.596,10077857,1,0,0,0,0,292,304,0.228473347,0.244792872,0,1460,126.2666667,367.9178069,135363.5126,0,0,0,1,0,0,0,0,1,130.6206897,37.42857143,217.6,0,0,0,0,0,0,14,524,15,3264,8192,51100,9,20,110068.8333,102576.8813,319453,68142,10002706,16815.40611,10009651,9968382,0
58090,4461717,5,3,935,377,935,0,187,418.1447118,377,0,125.6666667,217.6610515,294.0571982,1.793031696,637388.1429,1654876.091,4389973,7,4461717,1115429.25,2183292.84,4389981,26,71410,35705,33499.89087,59393,12017,0,0,0,0,168,104,1.12064481,0.672386886,0,935,145.7777778,321.1490222,103136.6944,0,0,0,0,1,0,0,0,0,164,187,125.6666667,0,0,0,0,0,0,5,935,3,377,219,211,1,32,0,0,0,0,0,0,0,0,0
53,312,1,1,68,196,68,68,68,0,196,196,196,0,846153.8462,6410.25641,312,0,312,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3205.128205,3205.128205,68,196,110.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,166,68,196,0,0,0,0,0,0,1,68,1,196,-1,-1,0,8,0,0,0,0,0,0,0,0,0
56672,4151924,5,3,935,300,935,0,187,418.1447118,300,0,100,173.2050808,297.4524582,1.926817543,593132,1528607.43,4059500,7,4151924,1037981,2014488.693,4059507,32,57319,28659.5,8423.763084,34616,22703,0,0,0,0,168,104,1.204260964,0.722556579,0,935,137.2222222,315.1895373,99344.44444,0,0,0,0,1,0,0,0,0,154.375,187,100,0,0,0,0,0,0,5,935,3,300,237,211,1,32,0,0,0,0,0,0,0,0,0
443,117796905,19,20,1238,4461,402,0,65.15789474,102.9332379,1430,0,223.05,428.1927106,48.37987891,0.331078308,3099918.553,13232592.35,58967234,3,117796905,6544272.5,18919215.8,58967234,47,117687788,6194094.105,18461879.09,59076437,3,0,0,0,0,392,412,0.16129456,0.169783748,0,1430,142.475,317.7675321,100976.2045,0,0,0,1,0,0,0,0,1,146.1282051,65.15789474,223.05,0,0,0,0,0,0,19,1238,20,4461,8192,184,10,20,348479,338439.6903,587792,109166,58495380.5,667301.6192,58967234,58023527,0
